,10
1979-01-01 02:00:00,11.413202801552512
1979-01-02 02:00:00,3.1713748486950193
1979-01-03 02:00:00,4.027284400078283
1979-01-04 02:00:00,5.598029427356073
1979-01-05 02:00:00,3.673803580534064
1979-01-06 02:00:00,-3.41312092785771
1979-01-07 02:00:00,-0.7422579521121391
1979-01-08 02:00:00,2.7222771784111472
1979-01-09 02:00:00,8.973441437876417
1979-01-10 02:00:00,-30.205127208857085
1979-01-11 02:00:00,-10.747817010069612
1979-01-12 02:00:00,-9.118712954767684
1979-01-13 02:00:00,4.806204876044065
1979-01-14 02:00:00,2.6658828914878128
1979-01-15 02:00:00,-7.407584884200151
1979-01-16 02:00:00,-8.9442687544109
1979-01-17 02:00:00,-12.318882989175137
1979-01-18 02:00:00,-0.9931579040823517
1979-01-19 02:00:00,1.0052005651830447
1979-01-20 02:00:00,7.80157740919128
1979-01-21 02:00:00,17.199127301930037
1979-01-22 02:00:00,-8.180934864872912
1979-01-23 02:00:00,-13.499532288872246
1979-01-24 02:00:00,-4.588740976926528
1979-01-25 02:00:00,0.1428448165322056
1979-01-26 02:00:00,1.4787949912993126
1979-01-27 02:00:00,-9.909334108101186
1979-01-28 02:00:00,-2.7518867300104914
1979-01-29 02:00:00,-7.979931491919819
1979-01-30 02:00:00,-7.034306173176724
1979-01-31 02:00:00,11.84753023019147
1979-02-01 02:00:00,-20.467749022539703
1979-02-02 02:00:00,-16.595536094611155
1979-02-03 02:00:00,24.42303734642036
1979-02-04 02:00:00,-11.717920356398906
1979-02-05 02:00:00,-0.5445789627330462
1979-02-06 02:00:00,3.2877217722616745
1979-02-07 02:00:00,-0.9834506148416025
1979-02-08 02:00:00,7.147324582059717
1979-02-09 02:00:00,28.720526191380152
1979-02-10 02:00:00,9.751826350930829
1979-02-11 02:00:00,12.818635206938986
1979-02-12 02:00:00,-1.7609289825310608
1979-02-13 02:00:00,12.670846973433397
1979-02-14 02:00:00,15.426856939909037
1979-02-15 02:00:00,-2.2710253498119077
1979-02-16 02:00:00,-8.894486351004392
1979-02-17 02:00:00,8.320631671726407
1979-02-18 02:00:00,5.912697513063315
1979-02-19 02:00:00,-14.240881274701344
1979-02-20 02:00:00,-1.537121932099259
1979-02-21 02:00:00,8.363904772244627
1979-02-22 02:00:00,23.468143112103732
1979-02-23 02:00:00,11.03438229129311
1979-02-24 02:00:00,-5.299445773803271
1979-02-25 02:00:00,-9.417538597828962
1979-02-26 02:00:00,3.4279976168168025
1979-02-27 02:00:00,19.06096898763274
1979-02-28 02:00:00,10.856144317662139
1979-03-01 02:00:00,-5.253445017930121
1979-03-02 02:00:00,21.55526409512682
1979-03-03 02:00:00,15.865566203985978
1979-03-04 02:00:00,-6.302534825520214
1979-03-05 02:00:00,-6.30880669736076
1979-03-06 02:00:00,6.570482270320172
1979-03-07 02:00:00,2.9688480778998607
1979-03-08 02:00:00,-9.368439896966231
1979-03-09 02:00:00,-2.666017922367992
1979-03-10 02:00:00,-0.9456080973051879
1979-03-11 02:00:00,1.8656580929188467
1979-03-12 02:00:00,3.176658113959589
1979-03-13 02:00:00,14.614791857988065
1979-03-14 02:00:00,17.425790274457285
1979-03-15 02:00:00,28.458003499356845
1979-03-16 02:00:00,9.462758212534425
1979-03-17 02:00:00,-2.9469772689717946
1979-03-18 02:00:00,-2.9186509656638178
1979-03-19 02:00:00,-15.682539522962472
1979-03-20 02:00:00,-7.694719742313154
1979-03-21 02:00:00,1.6112454696698904
1979-03-22 02:00:00,1.693205947724485
1979-03-23 02:00:00,0.626074528638533
1979-03-24 02:00:00,7.95657155646189
1979-03-25 02:00:00,12.793685738196327
1979-03-26 02:00:00,16.70981180211088
1979-03-27 02:00:00,4.850137789389438
1979-03-28 02:00:00,16.016060305855387
1979-03-29 02:00:00,-1.6466994279115346
1979-03-30 02:00:00,10.184992617224028
1979-03-31 02:00:00,15.796992287545343
1979-04-01 02:00:00,15.722726228909972
1979-04-02 02:00:00,5.93537079931622
1979-04-03 02:00:00,-8.394013750255288
1979-04-04 02:00:00,-5.311763725469929
1979-04-05 02:00:00,6.779945934043307
1979-04-06 02:00:00,-3.737464513478683
1979-04-07 02:00:00,13.531666050624725
1979-04-08 02:00:00,1.6852285374744849
1979-04-09 02:00:00,14.519318628403433
1979-04-10 02:00:00,19.447942001951628
1979-04-11 02:00:00,4.763727011228463
1979-04-12 02:00:00,4.143209387628045
1979-04-13 02:00:00,15.667625551711906
1979-04-14 02:00:00,30.100788763936176
1979-04-15 02:00:00,21.887340385169516
1979-04-16 02:00:00,7.184053099938972
1979-04-17 02:00:00,1.0100730740852857
1979-04-18 02:00:00,2.970603953242687
1979-04-19 02:00:00,10.886441623945418
1979-04-20 02:00:00,4.710947118727969
1979-04-21 02:00:00,-4.935715960727869
1979-04-22 02:00:00,-2.8355454840425462
1979-04-23 02:00:00,-1.229667777795104
1979-04-24 02:00:00,2.221396176053992
1979-04-25 02:00:00,24.97921480727987
1979-04-26 02:00:00,20.911455785758335
1979-04-27 02:00:00,3.9027437392028697
1979-04-28 02:00:00,4.416294783312839
1979-04-29 02:00:00,1.2908326682881377
1979-04-30 02:00:00,23.21248787717557
1979-05-01 02:00:00,17.533457553106178
1979-05-02 02:00:00,11.307374064288641
1979-05-03 02:00:00,13.906723475495266
1979-05-04 02:00:00,-5.2588790661296
1979-05-05 02:00:00,5.729239971741278
1979-05-06 02:00:00,-1.3179065143863795
1979-05-07 02:00:00,2.3588954249575034
1979-05-08 02:00:00,25.59234463485824
1979-05-09 02:00:00,22.127340391927593
1979-05-10 02:00:00,-9.792118189201606
1979-05-11 02:00:00,-5.778712335609951
1979-05-12 02:00:00,2.235266656386696
1979-05-13 02:00:00,-1.709736701640268
1979-05-14 02:00:00,-1.1364716796481282
1979-05-15 02:00:00,7.469570800087489
1979-05-16 02:00:00,17.02429409950229
1979-05-17 02:00:00,4.799516016240468
1979-05-18 02:00:00,8.605884550557281
1979-05-19 02:00:00,0.5726807796122557
1979-05-20 02:00:00,13.838268529478926
1979-05-21 02:00:00,1.9082879360083878
1979-05-22 02:00:00,10.549410589107502
1979-05-23 02:00:00,25.662912347213968
1979-05-24 02:00:00,-3.9111240449299682
1979-05-25 02:00:00,-2.8720637058951883
1979-05-26 02:00:00,21.827918721808054
1979-05-27 02:00:00,6.791070756149459
1979-05-28 02:00:00,-1.9194973272876084
1979-05-29 02:00:00,-0.7033176192835899
1979-05-30 02:00:00,13.023052607563208
1979-05-31 02:00:00,5.414682325493953
1979-06-01 02:00:00,-0.32819459687251573
1979-06-02 02:00:00,-3.8742759879911564
1979-06-03 02:00:00,-9.696077797641886
1979-06-04 02:00:00,-11.423934107973462
1979-06-05 02:00:00,-7.6767514877625445
1979-06-06 02:00:00,-16.70716325690865
1979-06-07 02:00:00,4.729988010063512
1979-06-08 02:00:00,12.458021272150567
1979-06-09 02:00:00,7.349909233269067
1979-06-10 02:00:00,21.75734155618605
1979-06-11 02:00:00,10.042244753100967
1979-06-12 02:00:00,11.546583561690904
1979-06-13 02:00:00,17.367202271216687
1979-06-14 02:00:00,12.358815702279541
1979-06-15 02:00:00,18.41808563694864
1979-06-16 02:00:00,12.280655657447497
1979-06-17 02:00:00,18.994732556596194
1979-06-18 02:00:00,6.424699264874083
1979-06-19 02:00:00,22.671651521400214
1979-06-20 02:00:00,19.051531258592686
1979-06-21 02:00:00,-0.5662462054278201
1979-06-22 02:00:00,7.9792721032487615
1979-06-23 02:00:00,9.412910890703039
1979-06-24 02:00:00,2.5617824928398876
1979-06-25 02:00:00,8.20802895294328
1979-06-26 02:00:00,-0.3617935935460399
1979-06-27 02:00:00,-5.751938484358529
1979-06-28 02:00:00,18.701191545002388
1979-06-29 02:00:00,1.655199645500978
1979-06-30 02:00:00,10.905025217846891
1979-07-01 02:00:00,-12.091521750764379
1979-07-02 02:00:00,8.232417212907427
1979-07-03 02:00:00,10.476939360739099
1979-07-04 02:00:00,13.90285781679175
1979-07-05 02:00:00,-5.74302802305257
1979-07-06 02:00:00,-4.13526783345845
1979-07-07 02:00:00,-4.3550099287199195
1979-07-08 02:00:00,16.443403529881763
1979-07-09 02:00:00,19.35094457376519
1979-07-10 02:00:00,0.7049973329902013
1979-07-11 02:00:00,20.829762366421843
1979-07-12 02:00:00,19.74929886534609
1979-07-13 02:00:00,6.716770212438882
1979-07-14 02:00:00,7.642419354768213
1979-07-15 02:00:00,21.399625812198234
1979-07-16 02:00:00,10.599823141228393
1979-07-17 02:00:00,5.993726441025795
1979-07-18 02:00:00,28.981224354833955
1979-07-19 02:00:00,-5.82264399461172
1979-07-20 02:00:00,25.21550101049416
1979-07-21 02:00:00,6.749756140601518
1979-07-22 02:00:00,-2.3792222548979183
1979-07-23 02:00:00,-7.468307419754318
1979-07-24 02:00:00,22.096198558888123
1979-07-25 02:00:00,16.664857853040314
1979-07-26 02:00:00,17.767522338431505
1979-07-27 02:00:00,-0.3619335111717241
1979-07-28 02:00:00,-4.489823188730913
